customer_id,month,plan,mrr,acquisition_channel
CUST-00015,2024-06-01,Business,49,Organic Search
CUST-00015,2024-07-01,Business,49,Organic Search
CUST-00015,2024-08-01,Business,49,Organic Search
CUST-00015,2024-09-01,Business,49,Organic Search
CUST-00015,2024-10-01,Business,49,Organic Search
CUST-00015,2024-11-01,Business,49,Organic Search
CUST-00015,2024-12-01,Business,49,Organic Search
CUST-00016,2023-01-01,Business,49,Paid Ads
CUST-00016,2023-02-01,Business,49,Paid Ads
CUST-00016,2023-03-01,Business,49,Paid Ads
CUST-00016,2023-04-01,Business,49,Paid Ads
CUST-00016,2023-05-01,Business,49,Paid Ads
CUST-00016,2023-06-01,Business,49,Paid Ads
CUST-00016,2023-07-01,Business,49,Paid Ads
CUST-00016,2023-08-01,Business,49,Paid Ads
CUST-00016,2023-09-01,Business,49,Paid Ads
CUST-00016,2023-10-01,Business,49,Paid Ads
CUST-00016,2023-11-01,Business,49,Paid Ads
CUST-00016,2023-12-01,Business,49,Paid Ads
CUST-00016,2024-01-01,Business,49,Paid Ads
CUST-00016,2024-02-01,Business,49,Paid Ads
CUST-00016,2024-03-01,Business,49,Paid Ads
CUST-00016,2024-04-01,Business,49,Paid Ads
CUST-00016,2024-05-01,Business,49,Paid Ads
CUST-00016,2024-06-01,Business,49,Paid Ads
CUST-00016,2024-07-01,Business,49,Paid Ads
CUST-00016,2024-08-01,Business,49,Paid Ads
CUST-00016,2024-09-01,Business,49,Paid Ads
CUST-00016,2024-10-01,Business,49,Paid Ads
CUST-00016,2024-11-01,Business,49,Paid Ads
CUST-00016,2024-12-01,Business,49,Paid Ads
CUST-00017,2023-01-01,Free,0,Organic Search
CUST-00017,2023-02-01,Free,0,Organic Search
CUST-00017,2023-03-01,Free,0,Organic Search
CUST-00017,2023-04-01,Free,0,Organic Search
CUST-00017,2023-05-01,Free,0,Organic Search
CUST-00017,2023-06-01,Free,0,Organic Search
CUST-00017,2023-07-01,Free,0,Organic Search
CUST-00017,2023-08-01,Free,0,Organic Search
CUST-00017,2023-09-01,Free,0,Organic Search
CUST-00017,2023-10-01,Free,0,Organic Search
CUST-00017,2023-11-01,Free,0,Organic Search
CUST-00017,2023-12-01,Free,0,Organic Search
CUST-00017,2024-01-01,Pro,15,Organic Search
CUST-00017,2024-02-01,Pro,15,Organic Search
CUST-00017,2024-03-01,Pro,15,Organic Search
CUST-00017,2024-04-01,Pro,15,Organic Search
CUST-00017,2024-05-01,Pro,15,Organic Search
CUST-00017,2024-06-01,Pro,15,Organic Search
CUST-00017,2024-07-01,Pro,15,Organic Search
CUST-00017,2024-08-01,Pro,15,Organic Search
CUST-00017,2024-09-01,Pro,15,Organic Search
CUST-00017,2024-10-01,Pro,15,Organic Search
CUST-00017,2024-11-01,Pro,15,Organic Search
CUST-00017,2024-12-01,Pro,15,Organic Search
CUST-00018,2023-01-01,Business,49,Content Marketing
CUST-00018,2023-02-01,Business,49,Content Marketing
CUST-00018,2023-03-01,Business,49,Content Marketing
CUST-00018,2023-04-01,Business,49,Content Marketing
CUST-00018,2023-05-01,Business,49,Content Marketing
CUST-00019,2023-01-01,Pro,15,Referral
CUST-00019,2023-02-01,Pro,15,Referral
CUST-00019,2023-03-01,Pro,15,Referral
CUST-00019,2023-04-01,Pro,15,Referral
CUST-00019,2023-05-01,Pro,15,Referral
CUST-00019,2023-06-01,Pro,15,Referral
CUST-00019,2023-07-01,Business,49,Referral
CUST-00019,2023-08-01,Business,49,Referral
CUST-00019,2023-09-01,Business,49,Referral
CUST-00019,2023-10-01,Business,49,Referral
CUST-00019,2023-11-01,Business,49,Referral
CUST-00019,2023-12-01,Business,49,Referral
CUST-00019,2024-01-01,Business,49,Referral
CUST-00019,2024-02-01,Business,49,Referral
CUST-00019,2024-03-01,Business,49,Referral
CUST-00019,2024-04-01,Business,49,Referral
CUST-00019,2024-05-01,Business,49,Referral
CUST-00019,2024-06-01,Business,49,Referral
CUST-00020,2023-01-01,Business,49,Referral
CUST-00020,2023-02-01,Business,49,Referral
CUST-00020,2023-03-01,Business,49,Referral
CUST-00020,2023-04-01,Business,49,Referral
CUST-00020,2023-05-01,Business,49,Referral
CUST-00020,2023-06-01,Business,49,Referral
CUST-00020,2023-07-01,Business,49,Referral
CUST-00020,2023-08-01,Business,49,Referral
CUST-00020,2023-09-01,Business,49,Referral
CUST-00020,2023-10-01,Business,49,Referral
CUST-00020,2023-11-01,Business,49,Referral
CUST-00020,2023-12-01,Business,49,Referral
CUST-00021,2023-01-01,Free,0,Paid Ads
CUST-00021,2023-02-01,Free,0,Paid Ads
CUST-00021,2023-03-01,Free,0,Paid Ads
CUST-00021,2023-04-01,Free,0,Paid Ads
CUST-00021,2023-05-01,Free,0,Paid Ads
CUST-00021,2023-06-01,Free,0,Paid Ads
CUST-00021,2023-07-01,Free,0,Paid Ads
CUST-00021,2023-08-01,Free,0,Paid Ads
CUST-00021,2023-09-01,Free,0,Paid Ads
CUST-00021,2023-10-01,Free,0,Paid Ads
CUST-00021,2023-11-01,Free,0,Paid Ads
CUST-00021,2023-12-01,Free,0,Paid Ads
CUST-00021,2024-01-01,Free,0,Paid Ads
CUST-00022,2023-01-01,Enterprise,199,Outbound Sales
CUST-00022,2023-02-01,Enterprise,199,Outbound Sales
CUST-00022,2023-03-01,Enterprise,199,Outbound Sales
CUST-00022,2023-04-01,Enterprise,199,Outbound Sales
CUST-00022,2023-05-01,Enterprise,199,Outbound Sales
CUST-00022,2023-06-01,Enterprise,199,Outbound Sales
CUST-00022,2023-07-01,Enterprise,199,Outbound Sales
CUST-00022,2023-08-01,Enterprise,199,Outbound Sales
CUST-00022,2023-09-01,Enterprise,199,Outbound Sales
CUST-00022,2023-10-01,Enterprise,199,Outbound Sales
CUST-00022,2023-11-01,Enterprise,199,Outbound Sales
CUST-00022,2023-12-01,Enterprise,199,Outbound Sales
CUST-00022,2024-01-01,Enterprise,199,Outbound Sales
CUST-00022,2024-02-01,Enterprise,199,Outbound Sales
CUST-00022,2024-03-01,Enterprise,199,Outbound Sales
CUST-00022,2024-04-01,Enterprise,199,Outbound Sales
CUST-00022,2024-05-01,Enterprise,199,Outbound Sales
CUST-00022,2024-06-01,Enterprise,199,Outbound Sales
CUST-00022,2024-07-01,Enterprise,199,Outbound Sales
CUST-00022,2024-08-01,Enterprise,199,Outbound Sales
CUST-00022,2024-09-01,Enterprise,199,Outbound Sales
CUST-00022,2024-10-01,Enterprise,199,Outbound Sales
CUST-00022,2024-11-01,Enterprise,199,Outbound Sales
CUST-00022,2024-12-01,Enterprise,199,Outbound Sales
CUST-00023,2023-01-01,Free,0,Content Marketing
CUST-00023,2023-02-01,Free,0,Content Marketing
CUST-00023,2023-03-01,Free,0,Content Marketing
CUST-00023,2023-04-01,Free,0,Content Marketing
CUST-00024,2023-01-01,Free,0,Content Marketing
CUST-00024,2023-02-01,Free,0,Content Marketing
CUST-00024,2023-03-01,Free,0,Content Marketing
CUST-00024,2023-04-01,Free,0,Content Marketing
CUST-00024,2023-05-01,Free,0,Content Marketing
CUST-00024,2023-06-01,Free,0,Content Marketing
CUST-00024,2023-07-01,Free,0,Content Marketing
CUST-00025,2023-01-01,Free,0,Organic Search
CUST-00025,2023-02-01,Free,0,Organic Search
CUST-00025,2023-03-01,Free,0,Organic Search
CUST-00025,2023-04-01,Free,0,Organic Search
CUST-00025,2023-05-01,Free,0,Organic Search
CUST-00025,2023-06-01,Free,0,Organic Search
CUST-00025,2023-07-01,Free,0,Organic Search
CUST-00025,2023-08-01,Free,0,Organic Search
CUST-00025,2023-09-01,Free,0,Organic Search
CUST-00025,2023-10-01,Free,0,Organic Search
CUST-00025,2023-11-01,Free,0,Organic Search
CUST-00025,2023-12-01,Free,0,Organic Search
CUST-00025,2024-01-01,Free,0,Organic Search
CUST-00025,2024-02-01,Free,0,Organic Search
CUST-00025,2024-03-01,Free,0,Organic Search
CUST-00025,2024-04-01,Free,0,Organic Search
CUST-00025,2024-05-01,Free,0,Organic Search
CUST-00025,2024-06-01,Free,0,Organic Search
CUST-00025,2024-07-01,Free,0,Organic Search
CUST-00025,2024-08-01,Free,0,Organic Search
CUST-00025,2024-09-01,Free,0,Organic Search
CUST-00025,2024-10-01,Free,0,Organic Search
CUST-00025,2024-11-01,Free,0,Organic Search
CUST-00025,2024-12-01,Free,0,Organic Search
CUST-00026,2023-01-01,Free,0,Paid Ads
CUST-00026,2023-02-01,Free,0,Paid Ads
CUST-00027,2023-01-01,Business,49,Organic Search
CUST-00028,2023-01-01,Free,0,Organic Search
CUST-00028,2023-02-01,Free,0,Organic Search
CUST-00029,2023-01-01,Business,49,Referral
CUST-00029,2023-02-01,Business,49,Referral
CUST-00029,2023-03-01,Business,49,Referral
CUST-00029,2023-04-01,Business,49,Referral
CUST-00029,2023-05-01,Business,49,Referral
CUST-00029,2023-06-01,Business,49,Referral
CUST-00029,2023-07-01,Business,49,Referral
CUST-00029,2023-08-01,Business,49,Referral
CUST-00029,2023-09-01,Business,49,Referral
CUST-00029,2023-10-01,Business,49,Referral
CUST-00029,2023-11-01,Business,49,Referral
CUST-00029,2023-12-01,Business,49,Referral
CUST-00029,2024-01-01,Business,49,Referral
CUST-00029,2024-02-01,Business,49,Referral
CUST-00029,2024-03-01,Business,49,Referral
CUST-00029,2024-04-01,Business,49,Referral
CUST-00029,2024-05-01,Business,49,Referral
CUST-00029,2024-06-01,Business,49,Referral
CUST-00029,2024-07-01,Business,49,Referral
CUST-00029,2024-08-01,Business,49,Referral
CUST-00029,2024-09-01,Business,49,Referral
CUST-00029,2024-10-01,Business,49,Referral
CUST-00029,2024-11-01,Business,49,Referral
CUST-00029,2024-12-01,Business,49,Referral
CUST-00030,2023-01-01,Free,0,Referral
CUST-00030,2023-02-01,Free,0,Referral
CUST-00030,2023-03-01,Free,0,Referral
CUST-00030,2023-04-01,Free,0,Referral
CUST-00030,2023-05-01,Free,0,Referral
CUST-00030,2023-06-01,Free,0,Referral
CUST-00030,2023-07-01,Free,0,Referral
CUST-00030,2023-08-01,Free,0,Referral
CUST-00030,2023-09-01,Free,0,Referral
CUST-00030,2023-10-01,Free,0,Referral
CUST-00030,2023-11-01,Pro,15,Referral
CUST-00030,2023-12-01,Pro,15,Referral
CUST-00030,2024-01-01,Pro,15,Referral
CUST-00030,2024-02-01,Pro,15,Referral
CUST-00030,2024-03-01,Pro,15,Referral
CUST-00030,2024-04-01,Pro,15,Referral
CUST-00030,2024-05-01,Pro,15,Referral
CUST-00030,2024-06-01,Pro,15,Referral
CUST-00030,2024-07-01,Pro,15,Referral
CUST-00030,2024-08-01,Pro,15,Referral
CUST-00030,2024-09-01,Pro,15,Referral
CUST-00030,2024-10-01,Pro,15,Referral
CUST-00030,2024-11-01,Pro,15,Referral
CUST-00030,2024-12-01,Pro,15,Referral
CUST-00031,2023-01-01,Enterprise,199,Outbound Sales
CUST-00031,2023-02-01,Enterprise,199,Outbound Sales
CUST-00031,2023-03-01,Enterprise,199,Outbound Sales
CUST-00031,2023-04-01,Enterprise,199,Outbound Sales
CUST-00031,2023-05-01,Enterprise,199,Outbound Sales
CUST-00031,2023-06-01,Enterprise,199,Outbound Sales
CUST-00031,2023-07-01,Enterprise,199,Outbound Sales
CUST-00031,2023-08-01,Enterprise,199,Outbound Sales
CUST-00031,2023-09-01,Enterprise,199,Outbound Sales
CUST-00031,2023-10-01,Enterprise,199,Outbound Sales
CUST-00031,2023-11-01,Enterprise,199,Outbound Sales
CUST-00031,2023-12-01,Enterprise,199,Outbound Sales
CUST-00031,2024-01-01,Enterprise,199,Outbound Sales
CUST-00031,2024-02-01,Enterprise,199,Outbound Sales
CUST-00031,2024-03-01,Enterprise,199,Outbound Sales
CUST-00031,2024-04-01,Enterprise,199,Outbound Sales
CUST-00031,2024-05-01,Enterprise,199,Outbound Sales
CUST-00031,2024-06-01,Enterprise,199,Outbound Sales
CUST-00031,2024-07-01,Enterprise,199,Outbound Sales
CUST-00031,2024-08-01,Enterprise,199,Outbound Sales
CUST-00031,2024-09-01,Enterprise,199,Outbound Sales
CUST-00031,2024-10-01,Enterprise,199,Outbound Sales
CUST-00031,2024-11-01,Enterprise,199,Outbound Sales
CUST-00031,2024-12-01,Enterprise,199,Outbound Sales
CUST-00032,2023-01-01,Pro,15,Organic Search
CUST-00032,2023-02-01,Pro,15,Organic Search
CUST-00032,2023-03-01,Pro,15,Organic Search
CUST-00032,2023-04-01,Pro,15,Organic Search
CUST-00032,2023-05-01,Free,0,Organic Search
CUST-00033,2023-01-01,Free,0,Paid Ads
CUST-00034,2023-01-01,Pro,15,Paid Ads
CUST-00034,2023-02-01,Pro,15,Paid Ads
CUST-00034,2023-03-01,Pro,15,Paid Ads
CUST-00034,2023-04-01,Pro,15,Paid Ads
CUST-00034,2023-05-01,Pro,15,Paid Ads
CUST-00034,2023-06-01,Pro,15,Paid Ads
CUST-00034,2023-07-01,Pro,15,Paid Ads
CUST-00034,2023-08-01,Pro,15,Paid Ads
CUST-00034,2023-09-01,Pro,15,Paid Ads
CUST-00034,2023-10-01,Pro,15,Paid Ads
CUST-00034,2023-11-01,Pro,15,Paid Ads
CUST-00034,2023-12-01,Pro,15,Paid Ads
CUST-00034,2024-01-01,Pro,15,Paid Ads
CUST-00034,2024-02-01,Pro,15,Paid Ads
CUST-00034,2024-03-01,Pro,15,Paid Ads
CUST-00034,2024-04-01,Pro,15,Paid Ads
CUST-00034,2024-05-01,Pro,15,Paid Ads
CUST-00034,2024-06-01,Pro,15,Paid Ads
CUST-00034,2024-07-01,Pro,15,Paid Ads
CUST-00034,2024-08-01,Pro,15,Paid Ads
CUST-00034,2024-09-01,Pro,15,Paid Ads
CUST-00034,2024-10-01,Pro,15,Paid Ads
CUST-00034,2024-11-01,Pro,15,Paid Ads
CUST-00034,2024-12-01,Pro,15,Paid Ads
CUST-00035,2023-01-01,Free,0,Organic Search
CUST-00035,2023-02-01,Free,0,Organic Search
CUST-00035,2023-03-01,Free,0,Organic Search
CUST-00035,2023-04-01,Pro,15,Organic Search
CUST-00035,2023-05-01,Pro,15,Organic Search
CUST-00035,2023-06-01,Pro,15,Organic Search
CUST-00036,2023-01-01,Free,0,Organic Search
CUST-00036,2023-02-01,Free,0,Organic Search
CUST-00036,2023-03-01,Free,0,Organic Search
CUST-00036,2023-04-01,Free,0,Organic Search
CUST-00036,2023-05-01,Free,0,Organic Search
CUST-00036,2023-06-01,Free,0,Organic Search
CUST-00036,2023-07-01,Free,0,Organic Search
CUST-00036,2023-08-01,Free,0,Organic Search
CUST-00036,2023-09-01,Free,0,Organic Search
CUST-00036,2023-10-01,Free,0,Organic Search
CUST-00036,2023-11-01,Free,0,Organic Search
CUST-00036,2023-12-01,Free,0,Organic Search
CUST-00036,2024-01-01,Free,0,Organic Search
CUST-00036,2024-02-01,Free,0,Organic Search
CUST-00036,2024-03-01,Free,0,Organic Search
CUST-00036,2024-04-01,Free,0,Organic Search
CUST-00036,2024-05-01,Free,0,Organic Search
CUST-00036,2024-06-01,Free,0,Organic Search
CUST-00036,2024-07-01,Free,0,Organic Search
CUST-00036,2024-08-01,Free,0,Organic Search
CUST-00036,2024-09-01,Free,0,Organic Search
CUST-00036,2024-10-01,Free,0,Organic Search
CUST-00036,2024-11-01,Free,0,Organic Search
CUST-00036,2024-12-01,Free,0,Organic Search
CUST-00037,2023-01-01,Pro,15,Paid Ads
CUST-00037,2023-02-01,Pro,15,Paid Ads
CUST-00038,2023-01-01,Business,49,Organic Search
CUST-00038,2023-02-01,Business,49,Organic Search
CUST-00038,2023-03-01,Business,49,Organic Search
CUST-00038,2023-04-01,Business,49,Organic Search
CUST-00038,2023-05-01,Business,49,Organic Search
CUST-00038,2023-06-01,Business,49,Organic Search
CUST-00038,2023-07-01,Business,49,Organic Search
CUST-00038,2023-08-01,Business,49,Organic Search
CUST-00038,2023-09-01,Business,49,Organic Search
CUST-00038,2023-10-01,Business,49,Organic Search
CUST-00038,2023-11-01,Business,49,Organic Search
CUST-00038,2023-12-01,Business,49,Organic Search
CUST-00038,2024-01-01,Business,49,Organic Search
CUST-00038,2024-02-01,Business,49,Organic Search
CUST-00038,2024-03-01,Business,49,Organic Search
CUST-00038,2024-04-01,Business,49,Organic Search
CUST-00038,2024-05-01,Business,49,Organic Search
CUST-00038,2024-06-01,Business,49,Organic Search
CUST-00038,2024-07-01,Business,49,Organic Search
CUST-00038,2024-08-01,Pro,15,Organic Search
CUST-00038,2024-09-01,Pro,15,Organic Search
CUST-00038,2024-10-01,Pro,15,Organic Search
CUST-00038,2024-11-01,Pro,15,Organic Search
CUST-00038,2024-12-01,Pro,15,Organic Search
CUST-00039,2023-01-01,Free,0,Referral
CUST-00040,2023-01-01,Free,0,Paid Ads
CUST-00041,2023-01-01,Pro,15,Content Marketing
CUST-00041,2023-02-01,Pro,15,Content Marketing
CUST-00042,2023-01-01,Business,49,Referral
CUST-00042,2023-02-01,Business,49,Referral
CUST-00042,2023-03-01,Business,49,Referral
CUST-00042,2023-04-01,Business,49,Referral
CUST-00042,2023-05-01,Business,49,Referral
CUST-00042,2023-06-01,Business,49,Referral
CUST-00042,2023-07-01,Business,49,Referral
CUST-00042,2023-08-01,Business,49,Referral
CUST-00042,2023-09-01,Business,49,Referral
CUST-00042,2023-10-01,Business,49,Referral
CUST-00042,2023-11-01,Business,49,Referral
CUST-00042,2023-12-01,Business,49,Referral
CUST-00042,2024-01-01,Business,49,Referral
CUST-00042,2024-02-01,Business,49,Referral
CUST-00043,2023-01-01,Pro,15,Organic Search
CUST-00043,2023-02-01,Pro,15,Organic Search
CUST-00043,2023-03-01,Pro,15,Organic Search
CUST-00043,2023-04-01,Pro,15,Organic Search
CUST-00043,2023-05-01,Pro,15,Organic Search
CUST-00043,2023-06-01,Pro,15,Organic Search
CUST-00043,2023-07-01,Pro,15,Organic Search
CUST-00043,2023-08-01,Pro,15,Organic Search
CUST-00043,2023-09-01,Pro,15,Organic Search
CUST-00043,2023-10-01,Pro,15,Organic Search
CUST-00043,2023-11-01,Pro,15,Organic Search
CUST-00043,2023-12-01,Pro,15,Organic Search
CUST-00043,2024-01-01,Pro,15,Organic Search
CUST-00043,2024-02-01,Pro,15,Organic Search
CUST-00043,2024-03-01,Pro,15,Organic Search
CUST-00043,2024-04-01,Pro,15,Organic Search
CUST-00043,2024-05-01,Pro,15,Organic Search
CUST-00043,2024-06-01,Pro,15,Organic Search
CUST-00043,2024-07-01,Pro,15,Organic Search
CUST-00043,2024-08-01,Pro,15,Organic Search
CUST-00043,2024-09-01,Pro,15,Organic Search
CUST-00043,2024-10-01,Pro,15,Organic Search
CUST-00043,2024-11-01,Pro,15,Organic Search
CUST-00043,2024-12-01,Pro,15,Organic Search
CUST-00044,2023-01-01,Free,0,Content Marketing
CUST-00044,2023-02-01,Free,0,Content Marketing
CUST-00044,2023-03-01,Free,0,Content Marketing
CUST-00044,2023-04-01,Free,0,Content Marketing
CUST-00044,2023-05-01,Free,0,Content Marketing
CUST-00044,2023-06-01,Pro,15,Content Marketing
CUST-00044,2023-07-01,Pro,15,Content Marketing
CUST-00044,2023-08-01,Pro,15,Content Marketing
CUST-00044,2023-09-01,Pro,15,Content Marketing
CUST-00044,2023-10-01,Pro,15,Content Marketing
CUST-00044,2023-11-01,Pro,15,Content Marketing
CUST-00044,2023-12-01,Pro,15,Content Marketing
CUST-00044,2024-01-01,Pro,15,Content Marketing
CUST-00044,2024-02-01,Pro,15,Content Marketing
CUST-00044,2024-03-01,Pro,15,Content Marketing
CUST-00044,2024-04-01,Pro,15,Content Marketing
